ID,KINGDOM,REIGN(RULED FOR),CORONATION,RELIGION,HOUSE,SUCCESOR
155,,268- 232 BCE,268 BCE,,,Dasharatha 
156,,,,,,
157,,,,,,
158,,,,,,
159,,,,,,
160,,,,,,
161,,,,,,
162,,,,,,
163,,,,,,
164,,,,,,
165,,,,,,
166,,,,,,
167,,,,,,
