Famous_Personalities,Tom cruise,,,,,
Famous_Personalities,Tabu,,,,,
Famous_Personalities,Shilpa shetty,,,,,
Famous_Personalities,Malaika Arora,,,,,
Famous_Personalities,Yami Gautam,,,,,
Famous_Personalities,Sunny leone,,,,,
Famous_Personalities,Neetu singh,,,,,
Famous_Personalities,Sonakshi sinha,,,,,
Famous_Personalities,Kriti sanon,,,,,
Famous_Personalities,Rani Mukherji,,,,,
Famous_Personalities,Hema malini,,,,,
Famous_Personalities,Parineeti chopra,,,,,
Famous_Personalities,Jacqueline Fernandez,,,,,
Famous_Personalities,Rekha,,,,,
Famous_Personalities,Preity Zinta,,,,,
Famous_Personalities,Shraddha kapoor,,,,,
Famous_Personalities,Vidya balan,,,,,
Famous_Personalities,Kajol,,,,,
Famous_Personalities,Madhuri dixit,,,,,
Famous_Personalities,Sridevi,,,,,
Famous_Personalities,Sonam kapoor,,,,,
Famous_Personalities,Anushka Sharma,,,,,
Famous_Personalities,Katrina Kaif,,,,,
Famous_Personalities,Karishma kapoor,,,,,
Famous_Personalities,Abhay Deol,,,,,
Famous_Personalities,Rishi kapoor,,,,,
Famous_Personalities,Jeetendra,,,,,
Famous_Personalities,Deepika Padukone,,,,,
Famous_Personalities,Varun Dhawan,,,,,
Famous_Personalities,Govinda,,,,,
Famous_Personalities,Farhan akhtar,,,,,
Famous_Personalities,Abhishek Bachchan,,,,,
Famous_Personalities,Nana Patekar,,,,,
Famous_Personalities,Saif ali khan,,,,,
Famous_Personalities,Sanjay Dutt,,,,,
Famous_Personalities,Kareena kapoor,,,,,
Famous_Personalities,Dharmendra,,,,,
Famous_Personalities,Anil kapoor,,,,,
Famous_Personalities,Rajinikanth,,,,,
Famous_Personalities,Ranveer Singh,,,,,
Famous_Personalities,Ranbir kapoor,,,,,
Famous_Personalities,Salman khan,,,,,
Famous_Personalities,Ajay Devgan,,,,,
Famous_Personalities,Hrithik Roshan,,,,,
Famous_Personalities,Amir khan,,,,,
Famous_Personalities,Akshay kumar,,,,,
Famous_Personalities,Shah rukh khan,,,,,
Famous_Personalities,Sushmita sen,,,,,
Famous_Personalities,Raj kapoor,,,,,
Famous_Personalities,Priyanka Chopra,,,,,
Famous_Personalities,Aishwarya rai,,,,,
Famous_Personalities,Albert (prince consort),,,,,
Famous_Personalities,Alia Bhatt,Alia,,,,
Famous_Personalities,Amitabh Bachchan,,,,,
Famous_Personalities,Queen Victoria,,,,,
Famous_Personalities,Elizabeth,,,,,
Famous_Personalities,Sambhaji Bhosale,,,,,
Famous_Personalities,Rani of Jhansi,,,,,
Famous_Personalities,Tipu sultan,,,,,
Famous_Personalities,Samudragupta,,,,,
Famous_Personalities,Chhatrapati Shivaji maharaj,,,,,
Famous_Personalities,Jahangir,,,,,
Famous_Personalities,Shah jahan,,,,,
Famous_Personalities,Aurangzeb,,,,,
Famous_Personalities,Akbar,,,,,
Famous_Personalities,Ashoka,,,,,
Famous_Personalities,David Beckham,,,,,
Famous_Personalities,Usain bolt,,,,,
Famous_Personalities,Neymar,,,,,
Famous_Personalities,Michael Jordan,,,,,
Famous_Personalities,Serena Williams,,,,,
Famous_Personalities,Tiger woods,,,,,
Famous_Personalities,Lebron james,,,,,
Famous_Personalities,Lionel messi,,,,,
Famous_Personalities,Cristiano Ronaldo,,,,,
Famous_Personalities,Bill Hewlett,,,,,
Famous_Personalities,David Packard,,,,,
Famous_Personalities,Thomas J. Watson,,,,,
Famous_Personalities,Adolf Dassler,,,,,
Famous_Personalities,Bill Gates,,,,,
Famous_Personalities,Henri Nestlé,Nestle,,,,
Famous_Personalities,Richard McDonald,,,,,
Famous_Personalities,Jeff Bezos,,,,,
Famous_Personalities,Henry Wells,,,,,
Famous_Personalities,Steve Jobs,,,,,
Famous_Personalities,Franz Joseph,,,,,
Famous_Personalities,michael dell,,,,,
Famous_Personalities,Mark Elliot Zuckerberg,Zuckerberg,Mark zuckerberg,,,
Famous_Personalities,Sergey Brin,,,,,
Famous_Personalities,Narendra Modi,Modi,Narendra,PM,,
Famous_Personalities,Adolf Hitler,hitler,hilter,adolph hitler,adolf hilter,nazi dictator
Famous_Personalities,Abraham Lincoln,lincoln,abe lincoln,,,
Famous_Personalities,A.P.J Abdul Kalam,Abdul Kalam,,,,
Famous_Personalities,Xi Jinping,,,,,
Famous_Personalities,Vladimir Putin,putin,,,,
Famous_Personalities,Donald Trump,trump,President of US,,,
Famous_Personalities,Angela Merkel,,,,,
